"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"BPCL","304.60","307.95","298.80","306.65","299.00","-7.65","-2.49","1,14,88,688","346.76","343.98","165.73","-50.07","-23.53"
"TORNTPOWER","1,518.00","1,523.80","1,457.25","1,509.50","1,471.10","-38.40","-2.54","2,33,580","34.36","1,633.10","601.00","-1.65","132.55"
"ASTRAL","2,414.00","2,414.20","2,307.85","2,406.25","2,342.40","-63.85","-2.65","8,71,732","204.23","2,454.00","1,740.00","7.95","30.38"
"IDEA","17.10","17.23","16.50","17.09","16.61","-0.48","-2.81","54,12,64,689","911.49","19.18","7.15","4.48","122.28"
"CUMMINSIND","4,144.00","4,154.00","3,960.80","4,134.00","4,000.60","-133.40","-3.23","9,37,986","376.53","4,171.90","1,653.30","10.93","110.31"
"DIVISLAB","4,629.40","4,649.65","4,445.00","4,629.70","4,480.00","-149.70","-3.23","8,90,261","399.83","4,670.00","3,295.30","-1.32","21.69"
"TITAN","3,204.00","3,204.00","3,126.10","3,269.35","3,160.45","-108.90","-3.33","53,23,920","1,675.49","3,886.95","2,882.45","-8.36","0.39"
"MANKIND","2,137.85","2,150.00","2,055.55","2,137.85","2,066.00","-71.85","-3.36","3,94,387","82.31","2,490.00","1,683.05","-3.07","18.94"
"YESBANK","26.95","27.44","25.57","26.64","25.70","-0.94","-3.53","64,83,38,958","1,718.10","32.85","15.70","10.93","47.16"
"PERSISTENT","4,779.80","4,784.95","4,566.25","4,771.25","4,599.25","-172.00","-3.60","9,71,949","450.91","4,845.70","1,158.59","19.12","-5.04"
"OBEROIRLTY","1,798.00","1,798.00","1,715.00","1,785.05","1,719.85","-65.20","-3.65","5,26,932","91.74","1,953.05","1,004.35","-8.80","68.84"
"BANKBARODA","268.00","268.00","261.55","273.80","263.00","-10.80","-3.94","2,28,06,599","602.78","299.70","185.75","-3.12","25.53"
"AUBANK","667.95","668.25","639.10","672.60","645.00","-27.60","-4.10","61,91,001","401.31","813.40","553.70","-3.93","-15.62"
