auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Entry Price,Exit Price,Trailing Exit,Profit,Trailing Profit
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PARIN.NS,0P0001EON4,22000",,1540784700,19800000,,,,,,,,,,,,,,,,,,,,,PARIN.NS,249.35000610351562,0.0,249.35000610351562,254.4499969482422,249.5,252.8000030517578,248.35000610351562,1.149993896484375,No,249.5,252.8000030517578,249.4499969482422,3.3000030517578125,-0.0500030517578125
,,,,,86400,2.0,140.82,141.25,139.66,147.86,140.82,141.25,139.66,147.86,,,1.592,,7.6413436,808719.0,808719.0,394116.0,415532.0,415532.0,,,32331364352.0,60.75,147.86,276.50424,109.4708,99.91395,28317562880.0,,58934422.0,218074000.0,0.71765,0.04147,,12.383,11.940563,1711843200.0,1743379200.0,1711843200.0,,-1050763008.0,-4.82,19.35,2:1,1174608000.0,242.177,-22.036,,,,,SUVEN LIFE SCIENCE,Suven Life Sciences Limited,1066967100,19800000,147.86,,,,,1.0,strong_buy,,2398674944.0,10.999,-1285037952.0,7097000.0,116929000.0,0.263,0.536,,-0.106,0.9295,,-13.24078,SUVEN.NS,144.8000030517578,147.86,144.8000030517578,147.86000061035156,141.25,147.86000061035156,142.35200302124022,2.4480000305175906,No,144.8000030517578,147.86000061035156,142.86000061035156,3.05999755859375,-1.94000244140625
,,,,,86400,2.0,215.99,216.98,215.24,229.34,215.99,216.98,215.24,229.34,2.4,0.0943,0.919,10.491279,19.956951,8792934.0,8792934.0,2765293.0,3055847.0,3055847.0,,,178758336512.0,115.6,229.34,3.6128194,202.9936,181.6489,142004944896.0,0.34456003,762066994.0,803336000.0,,0.36446,,124.818,1.7827557,1711843200.0,1743379200.0,1719705600.0,0.279,17048299520.0,21.21,11.15,11:10,1534204800.0,2.87,,,,,,KARUR VYSYA BANK,The Karur Vysya Bank Limited,820467900,19800000,222.52,80.0,49.0,66.64,65.0,1.4,strong_buy,11.0,56585699328.0,70.319,,24783499264.0,49478901760.0,,61.587,0.278,0.195,,,0.47893003,KARURVYSYA.NS,219.89999389648438,229.34,219.89999389648438,229.33999633789062,216.97999572753906,222.52000427246094,216.70099395751953,3.198999938964846,No,219.89999389648438,222.52000427246094,224.33999633789062,2.6200103759765625,4.44000244140625
10.0,3.0,8.0,9.0,8.0,86400,2.0,1960.5,1958.0,1952.2,1980.05,1960.5,1958.0,1952.2,1980.05,12.0,0.2587,0.63,46.245888,33.412025,796851.0,796851.0,895873.0,899248.0,899248.0,,1967.3,971248173056.0,1266.0,1980.05,4.5411572,1752.463,1597.545,965476286464.0,0.09859,222049463.0,493444000.0,0.02645,0.79980004,,278.656,7.0599594,1711843200.0,1743379200.0,1719705600.0,0.487,21086013440.0,42.54,58.88,,,4.514,34.065,,,,,ICICI LOMBARD GEN,ICICI Lombard General Insurance Company Limited,1506483900,19800000,1967.3,2205.0,1260.0,1925.35,2000.0,2.4,buy,23.0,1231800064.0,2.498,28342390784.0,,213876801536.0,,434.577,0.471,0.19,0.25410998,0.13252,0.13709,ICICIGI.NS,1965.0,1980.05,1965.0,1980.050048828125,1958.0,1967.300048828125,1957.0,8.0,No,1965.0,1967.300048828125,1975.050048828125,2.300048828125,10.050048828125
,,,,,86400,2.0,84.45,83.5,83.5,88.65,84.45,83.5,83.5,88.65,0.02,0.0039,0.299,17.280703,,33088.0,33088.0,15036.0,52149.0,52149.0,,,914868032.0,46.1,88.65,1.1501712,54.917,64.66975,1204171136.0,0.05684,1064974.0,10320000.0,,,,52.45,1.6901811,1711843200.0,1743379200.0,1711843200.0,-0.059,45208000.0,5.13,,6:5,1570060800.0,1.514,9.099,,,,,Reliable Data Service Ltd,Reliable Data Services Limited,1507779900,19800000,88.65,,,,,,none,,71587000.0,7.644,132336000.0,381196000.0,795419008.0,64.078,90.261,0.037,0.088,0.80973,0.16636999,0.10922,RELIABLE.NS,86.6500015258789,88.65,86.6500015258789,88.6500015258789,83.5,88.6500015258789,84.78350151062011,1.8665000152587936,No,86.6500015258789,88.6500015258789,4.4325000762939455,2.0,-82.21750144958496
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MADHUSUDAN.NS,0P0001RM7U,32000",,1695699900,19800000,,,,,,,,,,,,,,,,,,,,,MADHUSUDAN.NS,194.64999389648438,0.0,194.64999389648438,200.0,174.6999969482422,195.9499969482422,191.70349395751953,2.9464999389648483,No,194.64999389648438,195.9499969482422,195.0,1.3000030517578125,0.350006103515625
,,,,,86400,2.0,153.09,153.5,153.02,158.5,153.09,153.5,153.02,158.5,2.4,0.21030001,1.227,15.002868,,2905134.0,2905134.0,2565859.0,3226004.0,3226004.0,,,40365219840.0,74.15,158.5,25.631104,115.7484,97.05785,39273648128.0,1.7056799,71657537.0,256782000.0,0.72085,0.00686,,85.114,1.8437624,1711843200.0,1743379200.0,1711843200.0,0.495,2686191104.0,10.46,,2:1,1380240000.0,24.938,69.069,,,,,ALEMBIC LTD,Alembic Limited,1025495100,19800000,156.93,,,,,,none,,128570000.0,0.501,568611968.0,91490000.0,1574852992.0,0.419,6.133,0.495,0.321,0.63505,0.36106,0.46216,ALEMBICLTD.NS,155.8000030517578,158.5,155.8000030517578,158.5,153.5,156.92999267578125,153.24200302124024,2.558000030517576,No,155.8000030517578,156.92999267578125,153.5,1.1299896240234375,-2.3000030517578125
,,,,,86400,2.0,280.5,282.0,280.0,286.11,280.5,282.0,280.0,286.11,,,1.139,64.15022,,16853.0,16853.0,60862.0,33631.0,33631.0,,,5694904832.0,88.4,286.11,5.567052,226.4448,155.46796,5339537920.0,0.08498,8128009.0,19904600.0,0.60076,,,21.154,13.525102,1711843200.0,1743379200.0,1711843200.0,1.975,86935000.0,4.46,,,,5.22,48.34,,,,,Iris Business Serv Ltd,IRIS Business Services Limited,1636343100,19800000,286.11,,,,,,none,,157784000.0,8.15,110457000.0,64654000.0,1022966016.0,15.715,52.836,1.98,0.477,0.49802,0.107980005,0.16397,IRIS.NS,285.0,286.11,285.0,286.1099853515625,282.0,286.1099853515625,281.15,3.8500000000000227,No,285.0,286.1099853515625,281.1099853515625,1.1099853515625,-3.8900146484375
,,,,,86400,2.0,259.93,260.0,255.8,271.9,259.93,260.0,255.8,271.9,,,1.4,14.727526,14.405789,2753702.0,2753702.0,2838067.0,2468093.0,2468093.0,,,74046308352.0,88.95,271.9,0.7556932,217.1956,173.0864,120362557440.0,0.05134,128069969.0,280723008.0,0.55626,0.22455,,79.069,3.335947,1711843200.0,1743379200.0,1711843200.0,5.734,5030794752.0,17.91,18.31,3:2,1531353600.0,1.228,5.346,,,,,ASHOKA BUILDCON LT,Ashoka Buildcon Limited,1287027900,19800000,263.77,242.0,145.0,204.3,212.0,1.9,buy,10.0,9170471936.0,32.658,22515017728.0,54501281792.0,97984618496.0,224.785,349.027,5.735,0.242,0.30509,0.22978,0.18587999,ASHOKA.NS,263.0,271.9,263.0,271.8999938964844,260.0,263.7699890136719,259.37,3.6299999999999955,No,263.0,263.7699890136719,266.8999938964844,0.769989013671875,3.899993896484375
2.0,7.0,7.0,1.0,5.0,86400,2.0,232.43,235.1,235.1,248.89,232.43,235.1,235.1,248.89,7.55,0.59419996,0.904,29.612982,31.790968,45794687.0,45794687.0,17564331.0,12428060.0,12428060.0,,,723539197952.0,157.55,248.89,1.5452378,228.702,189.0915,1050009731072.0,0.0523,1739509642.0,2936430080.0,0.52731,0.22681,,30.666,8.034306,1711843200.0,1743379200.0,1719705600.0,-0.064,24487800832.0,8.32,7.75,2:1,1312243200.0,2.242,12.768,,,,,ASHOK LEYLAND,Ashok Leyland Limited,1025495100,19800000,246.38,177.0,73.0,142.03,150.0,2.1,buy,40.0,68618801152.0,23.369,82237497344.0,408038309888.0,468238106624.0,345.368,159.431,-0.065,0.107,0.36839,0.17563,0.1523,ASHOKLEY.NS,245.6699981689453,248.89,245.6699981689453,248.88999938964844,235.10000610351562,246.3800048828125,242.21329818725584,3.456699981689468,No,245.6699981689453,246.3800048828125,243.88999938964844,0.7100067138671875,-1.779998779296875
2.0,4.0,10.0,9.0,8.0,86400,2.0,701.7,702.8,701.6,731.45,701.7,702.8,701.6,731.45,0.6,0.1997,0.757,120.21559,,3800735.0,3800735.0,1972164.0,2494801.0,2494801.0,,,1045276786688.0,463.45,731.45,1.1362902,608.361,564.30524,1018481999872.0,0.00944,360108842.0,1441959936.0,0.23791,0.68724996,,78.483,9.236395,1711843200.0,1743379200.0,1719705600.0,0.088,8688131072.0,6.03,,,,1.107,82.384,,,,,ICICI PRUDENTIAL L,ICICI Prudential Life Insurance Company Limited,1475120700,19800000,724.9,585.0,430.0,523.35,520.0,1.6,buy,24.0,2616600064.0,1.82,12362617856.0,12000000000.0,919903010816.0,10.632,639.463,0.084,0.088,0.06413,0.01344,0.010650001,ICICIPRULI.NS,724.2999877929688,731.45,724.2999877929688,731.4500122070312,702.7999877929688,724.9000244140625,716.056987915039,8.24299987792972,No,724.2999877929688,724.9000244140625,726.4500122070312,0.60003662109375,2.1500244140625
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KONTOR.NS,0P0001RNW5,57600",,1696909500,19800000,,,,,,,,,,,,,,,,,,,,,KONTOR.NS,157.75,0.0,157.75,165.60000610351562,165.60000610351562,165.60000610351562,156.75,8.850006103515625,No,165.60000610351562,165.60000610351562,160.60000610351562,0.0,-5.0
,,,,,86400,2.0,333.1,349.75,349.75,349.75,333.1,349.75,349.75,349.75,,,-3.136,50.25144,,5393.0,5393.0,3576.0,2419.0,2419.0,,,4339138560.0,59.1,349.75,2.7225711,266.5146,223.3109,1577347712.0,0.01811,710172.0,12341600.0,0.50206,,,-16.792,,1711843200.0,1743379200.0,1711843200.0,-0.199,28857000.0,6.96,,,,0.99,14.521,,,,,S & S POWER SWITCH,S&S Power Switchgear Limited,1585539900,19800000,349.75,,,,,,none,,93945000.0,29.149,108628000.0,586739008.0,1593764992.0,,384.399,0.019,-0.071,0.34465,0.06816,0.05307,S&SPOWER.NS,340.04998779296875,349.75,340.04998779296875,349.75,349.75,349.75,339.04998779296875,10.70001220703125,No,349.75,349.75,344.75,0.0,-5.0
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GRCL.NS,0P0001QE4W,1500",,1675741500,19800000,,,,,,,,,,,,,,,,,,,,,GRCL.NS,389.0,0.0,389.0,390.0,390.0,390.0,388.0,2.0,No,390.0,390.0,385.0,0.0,-5.0
,,,,,86400,2.0,195.47,205.24,205.24,205.24,195.47,205.24,205.24,205.24,0.5,0.105500005,0.861,43.39112,,70820.0,70820.0,464109.0,195484.0,195484.0,,,19765393408.0,50.0,205.24,1.7745525,153.5714,135.07135,20540973056.0,0.042340003,36804420.0,96303800.0,0.69276,0.044060003,,71.291,2.8789048,1711843200.0,1743379200.0,1711843200.0,-0.602,471590016.0,4.73,,,,1.844,22.998,,,,,OM INFRA LIMITED,Om Infra Limited,1308282300,19800000,205.24,,,,,,none,,822859008.0,8.11,893166976.0,1075399040.0,11138241536.0,13.985,111.952,-0.455,-0.147,0.55169,0.08019,0.08137,OMINFRAL.NS,197.00999450683594,205.24,197.00999450683594,205.24000549316406,205.24000549316406,205.24000549316406,196.00999450683594,9.230010986328125,No,205.24000549316406,205.24000549316406,200.24000549316406,0.0,-5.0
3.0,7.0,3.0,5.0,3.0,86400,2.0,392.15,394.95,389.7,399.5,392.15,394.95,389.7,399.5,13.0,0.4161,0.446,19.397943,16.335531,20376894.0,20376894.0,18739792.0,23497152.0,23497152.0,,,3842790129664.0,199.5,399.5,2.152813,370.143,327.284,6150031933440.0,0.11659,4553415072.0,9696669696.0,0.52676,0.40570998,,165.692,2.391787,1711843200.0,1743379200.0,1711843200.0,0.269,208118906880.0,20.43,24.26,6:5,1552953600.0,3.445,12.037,,,,,NTPC LTD,NTPC Limited,1099626300,19800000,396.3,495.0,258.0,403.0,414.0,1.9,buy,23.0,68973395968.0,7.111,510927110144.0,2371309797376.0,1785008750592.0,143.609,184.06,0.269,0.076,0.4174,0.28623,0.2084,NTPC.NS,396.29998779296875,399.5,396.29998779296875,399.5,394.95001220703125,396.29998779296875,393.95001220703125,2.3499755859375,No,396.29998779296875,396.29998779296875,394.5,0.0,-1.79998779296875
,,,,,86400,2.0,95.41,100.18,100.18,100.18,95.41,100.18,100.18,100.18,0.2,0.042600002,0.758,21.314894,,19284.0,19284.0,36653.0,46920.0,46920.0,,,1265664128.0,36.25,100.18,1.2577254,77.1338,63.93795,1329746048.0,0.058520004,3922074.0,12633900.0,0.6038,,,41.187,2.4323208,1711843200.0,1743379200.0,1711843200.0,1.171,58886000.0,4.7,,,,1.321,12.126,,,,,Power Instrument (G) Ltd,Power & Instrumental (Gujarat) Limited,1525751100,19800000,100.18,,,,,,none,,3604000.0,0.29,109659000.0,146716000.0,1006312000.0,28.641,80.319,1.216,-0.122,0.18797001,0.10897,0.09788,PIGL.NS,95.41000366210938,100.18,95.41000366210938,100.18000030517578,100.18000030517578,100.18000030517578,94.41000366210938,5.769996643066406,No,100.18000030517578,100.18000030517578,95.18000030517578,0.0,-5.0
,,,,,86400,2.0,382.85,421.1,405.0,421.1,382.85,421.1,405.0,421.1,1.0,0.0936,1.006,39.428837,,343588.0,343588.0,217947.0,314830.0,314830.0,,,10629321728.0,119.0,421.1,2.7570672,313.294,255.192,8391882752.0,0.07084,6332585.0,25225300.0,0.76945996,,,87.934,4.788819,1711843200.0,1743379200.0,1711843200.0,0.198,273100000.0,10.68,,,,2.177,28.265,,,,,MINDTECK(INDIA),Mindteck (India) Limited,1470109500,19800000,421.1,,,,,,none,,1248300032.0,49.689,296900000.0,22100000.0,3855300096.0,1.0,154.873,0.172,0.103,0.15781,0.077010006,0.0715,MINDTECK.NS,411.0,421.1,411.0,421.1000061035156,421.1000061035156,421.1000061035156,410.0,11.100006103515625,No,421.1000061035156,421.1000061035156,416.1000061035156,0.0,-5.0
,,,,,86400,2.0,1902.0,1905.0,1905.0,2057.3,1902.0,1905.0,1905.0,2057.3,10.3,,,,,53495.0,53495.0,19262.0,42796.0,42796.0,,,39460134912.0,1203.9,2057.3,2.741639,1617.918,1553.4646,52594462720.0,-0.083459996,5772017.0,20232100.0,0.71471,0.15109,,296.637,6.572511,1711843200.0,1743379200.0,1711843200.0,,-1201299968.0,-59.34,,,,3.654,99.347,,,,,Sundaram Clayton Limited,Sundaram-Clayton Limited,1703821500,19800000,1949.65,,,,,,none,,144200000.0,7.127,529400000.0,14257200128.0,14392899584.0,237.557,711.389,,,0.42414,0.03678,0.00463,SUNCLAY.NS,1950.0,2057.3,1950.0,2057.300048828125,1905.0,1949.6500244140625,1929.5,20.5,No,1950.0,1949.6500244140625,2052.300048828125,-0.3499755859375,102.300048828125
,,,,,86400,2.0,300.8,305.9,301.3,338.0,300.8,305.9,301.3,338.0,1.0,0.089099996,0.373,29.590017,,1194428.0,1194428.0,65634.0,186125.0,186125.0,,,8433662976.0,182.6,338.0,1.4475305,283.141,251.7265,8571338752.0,0.05998,6395437.0,25402600.0,,,,113.739,2.9189637,1711843200.0,1743379200.0,1719705600.0,0.412,349470016.0,11.22,,3:2,1577664000.0,1.471,16.458,,,,,MMP Industries Limited,MMP Industries Limited,1524714300,19800000,332.0,,,,,,none,,3916000.0,0.154,520799264.0,932236992.0,5826242048.0,32.258,229.413,0.411,0.027,0.23606001,0.08939,0.09797,MMP.NS,332.8999938964844,338.0,332.8999938964844,338.0,305.8999938964844,332.0,328.57099395751953,4.3289999389648415,No,332.8999938964844,332.0,333.0,-0.899993896484375,0.100006103515625
,,,,,86400,2.0,909.55,914.95,901.65,964.0,909.55,914.95,901.65,964.0,1.5,0.0691,0.583,43.594757,37.789074,581595.0,581595.0,135951.0,118391.0,118391.0,,,26060566528.0,294.1,964.0,1.5103364,883.998,718.10126,28922189824.0,0.03461,9931749.0,27497300.0,0.53424,0.0911,,295.162,3.2109487,1711843200.0,1743379200.0,1711843200.0,0.107,597166016.0,21.74,25.08,,,1.676,14.472,,,,,MANGALAM CEMENT,Mangalam Cement Limited,1025495100,19800000,947.75,420.0,275.0,352.0,370.0,2.2,buy,5.0,2162761984.0,78.654,1998509952.0,6074784768.0,17254809600.0,74.848,627.509,0.107,-0.048,0.84916997,0.11582,0.06125,MANGLMCEM.NS,948.9000244140625,964.0,948.9000244140625,964.0,914.9500122070312,947.75,938.4110241699219,10.489000244140584,No,948.9000244140625,947.75,959.0,-1.1500244140625,10.0999755859375
,,,,,86400,2.0,89.73,90.97,88.55,92.49,89.73,90.97,88.55,92.49,0.2,0.1318,1.206,122.328766,,12102042.0,12102042.0,10182591.0,8854242.0,8854242.0,,,102185107456.0,39.6,92.49,16.369625,71.006,55.483418,102210912256.0,0.1279,450503275.0,1142360064.0,0.57358,0.01047,,3.592,24.860802,1711843200.0,1743379200.0,1711843200.0,2.305,798382976.0,0.73,,,,16.374,102.857,,,,,LLOYDS ENGG WORK LIMITED,Lloyds Engineering Works Limited,1696477500,19800000,89.3,,,,,,none,,1249713024.0,1.092,993720000.0,753017024.0,6242360832.0,18.313,5.779,2.066,0.081,0.21037,0.15919,0.13435,LLOYDSENGG.NS,90.80000305175781,92.49,90.80000305175781,92.48999786376953,90.97000122070312,89.30000305175781,89.80000305175781,1.1699981689453125,Yes,90.97000122070312,89.80000305175781,4.624499893188477,-1.1699981689453125,-86.34550132751465
,,,,,86400,2.0,626.7,634.45,602.1,636.0,626.7,634.45,602.1,636.0,,,,32.64186,,111941.0,111941.0,114841.0,264533.0,264533.0,,,34892881920.0,421.35,636.0,3.2269232,507.792,503.38245,37472980992.0,0.08725,14690212.0,57224900.0,0.72554,0.20761,,145.198,4.199438,1711843200.0,1743379200.0,1711843200.0,0.665,943449984.0,18.68,,,,3.466,24.208,,,,,Innova Captab Limited,Innova Captab Limited,1703821500,19800000,609.75,,,,,,none,,840920000.0,14.695,1547970048.0,2451040000.0,10813049856.0,29.499,213.849,0.396,0.09,0.32039002,0.14316,0.13956,INNOVACAP.NS,635.0,636.0,635.0,636.0,634.4500122070312,609.75,633.4500122070312,1.54998779296875,Yes,635.0,633.4500122070312,631.0,-1.54998779296875,-4.0
,,,,,86400,2.0,297.1,305.0,298.2,313.9,297.1,305.0,298.2,313.9,2.0,,,35.073444,,1106861.0,1106861.0,170893.0,345493.0,345493.0,,,15673399296.0,227.65,313.9,4.7278013,271.382,272.71362,13549408256.0,0.11983,17089629.0,50477200.0,0.69606,0.1393,,47.813,6.491958,1711843200.0,1743379200.0,1711843200.0,0.27,397248000.0,8.85,,,,4.087,19.244,,,,,R K SWAMY LTD,,1710215100,19800000,310.4,,,,,,none,,1775101056.0,35.166,704091008.0,327673984.0,3315155968.0,13.577,73.939,0.259,0.43,0.34373,0.21239,0.29977,RKSWAMY.NS,312.0,313.9,312.0,313.8999938964844,305.0,310.3999938964844,307.88,4.1200000000000045,No,312.0,310.3999938964844,308.8999938964844,-1.600006103515625,-3.100006103515625
,,,,,86400,2.0,1200.95,1186.1,1185.45,1224.9,1200.95,1186.1,1185.45,1224.9,11.0,0.25530002,0.681,38.81142,27.51923,477395.0,477395.0,363522.0,1382813.0,1382813.0,,,239089401856.0,707.15,1224.9,3.8385553,956.201,907.06573,239991980032.0,0.09887,58265241.0,196563008.0,0.70712996,0.1461,,245.122,4.962223,1711843200.0,1743379200.0,1711843200.0,0.168,6158199808.0,31.34,44.2,,,3.853,26.255,,,,,ALEMBIC PHARMACEUT,Alembic Pharmaceuticals Limited,1316490300,19800000,1216.35,1229.0,720.0,930.93,922.5,3.0,hold,14.0,1202099968.0,6.116,9140799488.0,5131599872.0,62286299136.0,10.65,316.877,0.169,0.079,0.71162003,0.14675,0.12567,APLLTD.NS,1218.0,1224.9,1218.0,1224.9000244140625,1186.0999755859375,1216.3499755859375,1204.82,13.180000000000064,No,1218.0,1216.3499755859375,1219.9000244140625,-1.6500244140625,1.9000244140625
,,,,,86400,2.0,179.18,180.25,179.6,186.0,179.18,180.25,179.6,186.0,0.1,0.0136,0.37,24.929058,,6862741.0,6862741.0,3346674.0,8068669.0,8068669.0,,,175793569792.0,100.0,186.0,1.7523842,151.373,150.63075,189788143616.0,0.07028,247509903.0,962040000.0,0.75073,0.09884,,47.014,3.8867145,1711843200.0,1743379200.0,1719705600.0,0.148,7050100224.0,7.33,,,,1.892,13.55,,,,,WELSPUN LIVING,Welspun Living Limited,1070509500,19800000,182.73,,,,,,none,,11635999744.0,11.974,14006474752.0,26322399232.0,100316798976.0,57.06,104.317,0.163,0.161,0.47019002,0.13962,0.09649,WELSPUNLIV.NS,184.5,186.0,184.5,186.0,180.25,182.72999572753906,181.655,2.844999999999999,No,184.5,182.72999572753906,181.0,-1.7700042724609375,-3.5
,,,,,86400,2.0,333.95,335.5,331.5,344.8,333.95,335.5,331.5,344.8,1.0,0.6329,0.972,,,1242646.0,1242646.0,669636.0,689037.0,689037.0,,,34719772672.0,188.65,344.8,1.641496,291.512,246.5435,42250612736.0,-0.020969998,53843865.0,102388000.0,0.45914,0.029089998,,111.948,3.029085,1711843200.0,1743379200.0,1719705600.0,-0.522,-443500000.0,-3.77,,10:1,1534204800.0,1.998,90.618,,,,,THIRUMALAI CHEM,Thirumalai Chemicals Limited,1025495100,19800000,339.1,,,,,,none,,4459200000.0,43.552,466249984.0,12517300224.0,21151299584.0,109.206,206.885,-0.519,0.061,0.17372999,0.02204,0.03042,TIRUMALCHM.NS,341.0,344.8,341.0,344.79998779296875,335.5,339.1000061035156,336.59,4.410000000000025,No,341.0,339.1000061035156,339.79998779296875,-1.899993896484375,-1.20001220703125
,,,,,86400,2.0,791.15,730.0,720.3,833.0,791.15,730.0,720.3,833.0,7.0,0.3545,0.934,48.776207,,4230498.0,4230498.0,2079915.0,1101857.0,1101857.0,,,277693661184.0,280.0,887.65,3.9411979,665.943,441.95325,285781458944.0,0.080790006,127451553.0,351000000.0,0.65215,0.16046,,110.904,7.1336474,1711843200.0,1743379200.0,1711843200.0,0.394,5692100096.0,16.22,,10:1,1442361600.0,4.056,30.971,,,,,AEGIS LOGISTICS,Aegis Logistics Limited,1025495100,19800000,791.15,,,,,,none,,19686199296.0,56.063,9227499520.0,26654300160.0,70459203584.0,59.738,200.778,0.394,-0.147,0.18121,0.13096,0.14882,AEGISCHEM.NS,970.0,887.65,887.65,896.5999755859375,879.9500122070312,885.2999877929688,878.9500122070312,8.699987792968727,No,887.65,885.2999877929688,891.5999755859375,-2.3500122070312273,3.9499755859375227
,,,,,86400,2.0,247.38,249.35,246.05,262.8,247.38,249.35,246.05,262.8,3.5,0.4768,1.059,34.866665,23.233908,7074474.0,7074474.0,3153067.0,3825043.0,3825043.0,256.27,,176313745408.0,136.85,262.8,2.782622,214.8286,195.7054,183510876160.0,0.08124,301917523.0,688000000.0,0.56118,0.2524,,53.815,4.762055,1711843200.0,1743379200.0,1711843200.0,-0.055,5147290112.0,7.35,11.03,,,2.896,22.995,,,,,FIRSTSOURCE SOLUTI,Firstsource Solutions Limited,1172115900,19800000,256.27,300.0,220.0,248.3,244.0,1.9,buy,10.0,2081010048.0,3.026,7980630016.0,15486119936.0,63362449408.0,41.845,92.594,-0.057,0.073,0.37234002,0.12595001,0.10955,FSL.NS,258.95001220703125,262.8,258.95001220703125,262.79998779296875,249.35000610351562,256.2699890136719,255.36051208496093,3.5895001220703193,No,258.95001220703125,256.2699890136719,257.79998779296875,-2.680023193359375,-1.1500244140625
,,,,,86400,2.0,177.37,180.9,175.0,186.99,177.37,180.9,175.0,186.99,1.75,0.1384,0.604,16.339483,,955205.0,955205.0,230821.0,525843.0,525843.0,,,10422874112.0,93.1,186.99,1.7281101,142.4716,140.9989,9707821056.0,0.105749995,17070164.0,58846400.0,,,,41.896,4.227611,1711843200.0,1743379200.0,1711843200.0,0.153,637841024.0,10.84,,,,1.61,9.924,,,,,KOTHARI PETROCHEM,Kothari Petrochemicals Limited,1025495100,19800000,177.12,,,,,,none,,729764992.0,12.401,978225024.0,,6031371776.0,,102.493,0.152,0.227,0.28112,0.16219,0.15694,KOTHARIPET.NS,185.6999969482422,186.99,185.6999969482422,186.99000549316406,180.89999389648438,177.1199951171875,182.84299697875977,2.856999969482416,Yes,185.6999969482422,182.84299697875977,181.99000549316406,-2.856999969482416,-3.709991455078125
,,,,,86400,2.0,233.95,233.2,233.2,259.65,233.95,233.2,233.2,259.65,,,0.869,107.467255,,821494.0,821494.0,283768.0,938910.0,938910.0,,,,118.55,259.65,,188.725,176.03175,34685300736.0,0.05593,24046529.0,,0.40249002,0.01265,,33.001,7.4573503,1711843200.0,1743379200.0,1711843200.0,0.338,491406016.0,2.29,,,,3.948,27.838,,,,,ARTEMIS MEDICARE,Artemis Medicare Services Limited,1579837500,19800000,246.1,,,,,,none,,612051968.0,4.47,1245955968.0,3202587904.0,8785742848.0,70.436,64.71,0.335,0.153,0.20211,0.14182,0.124239996,ARTEMISMED.NS,249.0,259.65,249.0,259.6499938964844,233.1999969482422,246.10000610351562,245.51,3.490000000000009,No,249.0,246.10000610351562,254.64999389648438,-2.899993896484375,5.649993896484375
,,,,,86400,2.0,449.55,462.1,434.5,468.9,449.55,462.1,434.5,468.9,,,0.861,79.28187,54.518517,2059511.0,2059511.0,2028998.0,2080026.0,2080026.0,,,115109224448.0,145.825,468.9,3.39599,319.1195,231.89392,119524237312.0,0.05452,113666826.0,260258000.0,0.56323004,0.13340001,,39.886,11.071553,1711843200.0,1743379200.0,1719705600.0,1.476,1847896960.0,5.57,8.1,,,3.526,36.655,,,,,PG ELECTROPLAST LT,PG Electroplast Limited,1317008700,19800000,441.6,381.0,220.9,300.95,300.95,2.0,buy,2.0,1824151040.0,7.009,3260828928.0,4347604992.0,33895632896.0,41.881,132.953,1.148,0.949,0.19367,0.0962,0.0875,PGEL.NS,464.0,468.9,464.0,468.8999938964844,462.1000061035156,441.6000061035156,461.1000061035156,2.899993896484375,Yes,464.0,461.1000061035156,463.8999938964844,-2.899993896484375,-0.100006103515625
